Quote created at,Order created at,MinuteDiff between quote created and order created at,Order Created by,Origin of order,Global Business Partner No.,Global Business Partner Name,Customer Type,Segmentation,Business Unit,LOG_Price Type,LOG_Price Original Type,As-Is_Price Original Type,As-Is_Price Original Type Mechanism,XGRP Responsive,XGRP Level,Price Start RelMonth,Price Adjusted,Customer Name,Customer No.,Product Prices Exist,Avoid customer price profile,Avoid default sales prices,Sales Category,HIPO Evaluation,Sales Revenue Category,Sales Profit Category,Sales Profit Potential,System Price Profile Code,Customer Process Method Code,Brandtype,Cost changed Reasoncode,Order Cost Change Amount,Posting Week,Posting Month,Posting Year,Posting Date,Order Date,Campaign No.,Qty. Disc. Code,Item description,Source Profile,RelMonth,RelWeek,Requested Price,Item Group Name,GPPG,Document Type,GPPGName,Brand No.,BrandName,Item No.,Process Method Code,Sensitivity Cluster,Product type code,Product Group,Product Group Name,Created Date,Sales Price Responsible,As-Is_Sales Price Owner,Sales Price Track,LOG_Sales Price Owner,LOG_Calculated Code,Blocking,Document No.,Order No.,Qty,Line Discount Amount,Unit Price Last modified by,Price modified by Name,Salesperson Name,Original Unit Price,Price Adjusted_log,Sales Cost (DKK),Order Cost Change Amount (DKK),[Discount (DKK)],Discount (LCY),[requested price (DKK)],Original Turnover (DKK),Turnover (LCY),Turnover (DKK),FinCost (LCY),FinCost (DKK),Fin.Profit (LCY),Fin. Profit DKK,Sales Profit (LCY),Sales Profit (DKK),Top 200
2025-12-30 07:29:50.760,2025-12-30 07:34:46.267,5.0,SVC_OUT,XML,,,2,1,DE,Customer,Customer,Customer,Profit %,No,No,0-3M,,Jacob Elektronik GmbH,22218,Yes,0,0,A,Yes,A,,,20251229.1,,0,,0.0,202602,202601,2026,2026-01-06,2025-12-30,,,"1U, professional-grade ",AHO&PSA,-2,-10,550.14,8-> port,16000,Invoice,Network,45790,Ubiquiti,W129123918,,0,,300,Network products,2025-04-29,PRICE TRACKER,PRICING TEAM,PRICE TRACKER,PRICING TEAM,AHO&PSA,,3837970,2737317.0,1,0,,,Paarthiban Sathianathan,550.14,,3903.457341,0.0,0.0,,4108.92605,4108.92605,550.14,4108.926051,-521.33,-3893.747806,28.81,215.178244,27.51,205.468709,0
2026-01-26 11:51:05.163,2026-01-26 12:04:59.637,13.0,SVC_OUT,XML,,,2,1,DE,Customer,Customer,Customer,Profit %,No,No,0-3M,,Jacob Elektronik GmbH,22218,Yes,0,0,A,Yes,A,,,20251229.1,,0,,0.0,202605,202601,2026,2026-01-26,2026-01-26,,,A pair of extenders that ,AHO&PSA,-2,-7,76.55,"PoE Inject., Splitt. & Conv.",16000,Invoice,Network,45790,Ubiquiti,W129018987,,0,,300,Network products,2025-01-31,PRICE TRACKER,PRICING TEAM,PRICE TRACKER,PRICING TEAM,AHO&PSA,,3843690,2743543.0,1,0,,,Paarthiban Sathianathan,76.55,,543.131135,0.0,0.0,,571.736639,571.736639,76.55,571.73664,-72.54,-541.786751,4.01,29.949887,3.83,28.605504,0
2026-01-27 09:51:48.687,2026-01-27 09:55:33.677,4.0,SVC_OUT,XML,,,2,1,DE,Customer,Customer,Customer,Profit %,No,No,0-3M,,Jacob Elektronik GmbH,22218,Yes,0,0,A,Yes,A,,,20251229.1,,0,,0.0,202605,202601,2026,2026-01-27,2026-01-27,,,A pair of extenders that ,AHO&PSA,-2,-7,76.55,"PoE Inject., Splitt. & Conv.",16000,Invoice,Network,45790,Ubiquiti,W129018987,,0,,300,Network products,2025-01-31,PRICE TRACKER,PRICING TEAM,PRICE TRACKER,PRICING TEAM,AHO&PSA,,3844128,2743907.0,8,0,,,Paarthiban Sathianathan,76.55,,4345.123775,0.0,0.0,,571.736639,4573.893119,612.4,4573.89312,-580.32,-4334.294015,32.08,239.599103,30.63,228.769344,0
2026-03-03 10:49:22.047,2026-03-03 10:56:43.747,7.0,psa-de,,,,2,1,DE,Adjusted,Customer,Customer,Profit %,No,No,0-3M,From Bid,Jacob Elektronik GmbH,22218,Yes,0,0,A,Yes,A,,,20251229.1,,0,GR-COUNTRY,0.0,202610,202603,2026,2026-03-03,2026-03-03,,,"Compact, ceiling-mounted WiFi ",AHO&PSA,0,-2,0.0,Indoor,16000,Invoice,Network,45790,Ubiquiti,W129046973,,0,,300,Network products,2025-03-03,PRICE TRACKER,PRICING TEAM,PRICE TRACKER,PRICING TEAM,AHO&PSA,,3854961,2754663.0,100,0,psa-de,Paarthiban Sathianathan,Paarthiban Sathianathan,77.0,From Bid,52593.826819,0.0,3212.863408,430.0,0.0,57532.670337,7270.0,54319.806929,-7039.0,-52593.826819,231.0,1725.98011,231.0,1725.98011,0
2026-03-03 10:49:22.047,2026-03-03 10:56:43.747,7.0,psa-de,,,,2,1,DE,Adjusted,Customer,Customer,Profit %,No,No,0-3M,From Bid,Jacob Elektronik GmbH,22218,Yes,0,0,A,Yes,A,,,20251229.1,,0,GR-COUNTRY,0.0,202611,202603,2026,2026-03-09,2026-03-03,,,UniFi Aggregation Switch is a,AHO&PSA,0,-1,0.0,8-> port,16000,Invoice,Network,45790,Ubiquiti,W125916184,,0,,300,Network products,2020-12-10,PRICE TRACKER,PRICING TEAM,PRICE TRACKER,PRICING TEAM,AHO&PSA,,3856720,2754663.0,3,0,psa-de,Paarthiban Sathianathan,Paarthiban Sathianathan,206.5,From Bid,4240.207715,0.0,235.355399,31.5,0.0,4628.656199,588.0,4393.3008,-567.51,-4240.207715,20.49,153.093083,20.49,153.093084,0
2026-01-26 13:52:17.830,2026-01-26 13:54:35.433,2.0,SVC_OUT,XML,,,2,1,DE,Customer,Customer,Customer,Profit %,No,No,0-3M,,Jacob Elektronik GmbH,22218,Yes,0,0,A,Yes,A,,,20251229.1,,0,,0.0,202605,202601,2026,2026-01-26,2026-01-26,,,UniFi Aggregation Switch is a,AHO&PSA,-2,-7,208.32,8-> port,16000,Invoice,Network,45790,Ubiquiti,W125916184,,0,,300,Network products,2020-12-10,PRICE TRACKER,PRICING TEAM,PRICE TRACKER,PRICING TEAM,AHO&PSA,,3843713,2743635.0,1,0,,,Paarthiban Sathianathan,208.32,,1478.075519,0.0,0.0,,1555.900415,1555.900415,208.32,1555.900416,-197.41,-1474.415807,10.91,81.484607,10.42,77.824896,0
2026-01-27 22:06:11.233,2026-01-27 22:06:28.690,0.0,SVC_OUT,XML,,,2,1,DE,Customer,Customer,Customer,Profit %,No,No,0-3M,,Jacob Elektronik GmbH,22218,Yes,0,0,A,Yes,A,,,20251229.1,,0,,0.0,202605,202601,2026,2026-01-28,2026-01-27,,,UniFi Aggregation Switch is a,AHO&PSA,-2,-7,208.32,8-> port,16000,Invoice,Network,45790,Ubiquiti,W125916184,,0,,300,Network products,2020-12-10,PRICE TRACKER,PRICING TEAM,PRICE TRACKER,PRICING TEAM,AHO&PSA,,3844567,2744296.0,1,0,,,Paarthiban Sathianathan,208.32,,1478.075519,0.0,0.0,,1555.900415,1555.900415,208.32,1555.900416,-197.41,-1474.415807,10.91,81.484607,10.42,77.824896,0
2026-03-03 10:49:22.047,2026-03-03 10:56:43.747,7.0,psa-de,,,,2,1,DE,Adjusted,Customer,Customer,Profit %,No,No,0-3M,From Bid,Jacob Elektronik GmbH,22218,Yes,0,0,A,Yes,A,,,20251229.1,,0,GR-COUNTRY,0.0,202610,202603,2026,2026-03-03,2026-03-03,,,UniFi Aggregation Switch is a,AHO&PSA,0,-2,0.0,8-> port,16000,Invoice,Network,45790,Ubiquiti,W125916184,,0,,300,Network products,2020-12-10,PRICE TRACKER,PRICING TEAM,PRICE TRACKER,PRICING TEAM,AHO&PSA,,3854961,2754663.0,4,0,psa-de,Paarthiban Sathianathan,Paarthiban Sathianathan,206.5,From Bid,5653.742985,0.0,313.814565,42.0,0.0,6171.686454,784.0,5857.871889,-756.68,-5653.742985,27.32,204.128903,27.32,204.128903,0
2026-03-03 10:49:22.047,2026-03-03 10:56:43.747,7.0,psa-de,,,,2,1,DE,Adjusted,Customer,Customer,Profit %,No,No,0-3M,From Bid,Jacob Elektronik GmbH,22218,Yes,0,0,A,Yes,A,,,20251229.1,,0,GR-COUNTRY,0.0,202610,202603,2026,2026-03-03,2026-03-03,,,UniFi Aggregation Switch is a,AHO&PSA,0,-2,0.0,8-> port,16000,Invoice,Network,45790,Ubiquiti,W125916184,,0,,300,Network products,2020-12-10,PRICE TRACKER,PRICING TEAM,PRICE TRACKER,PRICING TEAM,AHO&PSA,,3854961,2754663.0,8,0,psa-de,Paarthiban Sathianathan,Paarthiban Sathianathan,206.5,From Bid,11307.485971,0.0,627.62913,84.0,0.0,12343.372908,1568.0,11715.743778,-1513.36,-11307.485971,54.64,408.257806,54.64,408.257806,0
2026-01-31 04:43:25.480,2026-01-31 04:43:31.317,0.0,SVC_OUT,XML,,,2,1,DE,Customer,Customer,Customer,Profit %,No,No,0-3M,,Jacob Elektronik GmbH,22218,Yes,0,0,A,Yes,A,,,20251229.1,,0,,0.0,202606,202602,2026,2026-02-02,2026-01-31,,,IR Range Extender for UniFi,AHO&PSA,-1,-6,56.2,Accessories,16000,Invoice,Network,45790,Ubiquiti,W125940099,,0,,300,Network products,2021-01-19,PRICE TRACKER,PRICING TEAM,PRICE TRACKER,PRICING TEAM,AHO&PSA,,3845953,2745601.0,1,0,,,Paarthiban Sathianathan,56.2,,398.685733,0.0,0.0,,419.669193,419.669193,56.2,419.669193,-52.44,-391.591681,3.76,28.077511,2.81,20.98346,0
2026-01-07 16:12:25.287,2026-01-07 16:12:35.467,0.0,SVC_OUT,XML,,,2,1,DE,Customer,Customer,Customer,Profit %,No,No,0-3M,,Jacob Elektronik GmbH,22218,Yes,0,0,A,Yes,A,,,20251229.1,,0,,0.0,202602,202601,2026,2026-01-08,2026-01-07,,,Compact Access Control Hub ,AHO&PSA,-2,-10,81.65,Indoor,16000,Invoice,Network,45790,Ubiquiti,W129012202,,0,,300,Network products,2025-01-14,PRICE TRACKER,PRICING TEAM,PRICE TRACKER,PRICING TEAM,AHO&PSA,,3838666,2738375.0,1,0,,,Paarthiban Sathianathan,81.65,,579.285826,0.0,0.0,,609.833518,609.833518,81.65,609.833519,-77.37,-577.86674,4.28,31.966778,4.09,30.547692,0
2026-01-08 12:53:37.293,2026-01-08 12:56:22.977,3.0,SVC_OUT,XML,,,2,1,DE,Customer,Customer,Customer,Profit %,No,No,0-3M,,Jacob Elektronik GmbH,22218,Yes,0,0,A,Yes,A,,,20251229.1,,0,,0.0,202602,202601,2026,2026-01-08,2026-01-08,,,Compact Access Control Hub ,AHO&PSA,-2,-10,81.65,Indoor,16000,Invoice,Network,45790,Ubiquiti,W129012202,,0,,300,Network products,2025-01-14,PRICE TRACKER,PRICING TEAM,PRICE TRACKER,PRICING TEAM,AHO&PSA,,3838695,2738640.0,1,0,,,Paarthiban Sathianathan,81.65,,579.285826,0.0,0.0,,609.833518,609.833518,81.65,609.833519,-77.37,-577.86674,4.28,31.966778,4.09,30.547692,0
2026-01-14 11:53:57.800,2026-01-14 12:13:43.500,20.0,psa-de,XML,,,2,1,DE,Customer,Customer,Customer,Profit %,No,No,0-3M,,Jacob Elektronik GmbH,22218,Yes,0,0,A,Yes,A,,,20251229.1,,0,GR-COUNTRY,0.0,202603,202601,2026,2026-01-14,2026-01-14,,,Compact Access Control Hub ,AHO&PSA,-2,-9,82.32,Indoor,16000,Invoice,Network,45790,Ubiquiti,W129012202,,0,,300,Network products,2025-01-14,PRICE TRACKER,PRICING TEAM,PRICE TRACKER,PRICING TEAM,AHO&PSA,,3840179,2740146.0,1,0,,,Paarthiban Sathianathan,82.32,,539.553119,0.0,0.0,,615.095039,615.095039,82.32,615.09504,-72.21,-539.553119,10.11,75.541919,10.11,75.54192,0
2026-01-14 15:24:15.990,2026-01-14 16:56:36.903,92.0,psa-de,XML,,,2,1,DE,Customer,Customer,Customer,Profit %,No,No,0-3M,,Jacob Elektronik GmbH,22218,Yes,0,0,A,Yes,A,,,20251229.1,,0,,0.0,202603,202601,2026,2026-01-15,2026-01-14,,,Compact Access Control Hub ,AHO&PSA,-2,-9,82.32,Indoor,16000,Invoice,Network,45790,Ubiquiti,W129012202,,0,,300,Network products,2025-01-14,PRICE TRACKER,PRICING TEAM,PRICE TRACKER,PRICING TEAM,AHO&PSA,,3840506,2740362.0,1,0,,,Paarthiban Sathianathan,82.32,,584.385119,0.0,0.0,,615.095039,615.095039,82.32,615.09504,-78.01,-582.890719,4.31,32.204319,4.12,30.78464,0
2026-01-08 19:22:05.440,2026-01-08 19:22:21.357,0.0,SVC_OUT,XML,,,2,1,DE,Customer,Customer,Customer,Profit %,No,No,0-3M,,Jacob Elektronik GmbH,22218,Yes,0,0,A,Yes,A,,,20251229.1,,0,,0.0,202602,202601,2026,2026-01-09,2026-01-08,,,Compact Access Control Hub ,AHO&PSA,-2,-10,81.65,Indoor,16000,Invoice,Network,45790,Ubiquiti,W129012202,,0,,300,Network products,2025-01-14,PRICE TRACKER,PRICING TEAM,PRICE TRACKER,PRICING TEAM,AHO&PSA,,3838999,2738837.0,1,0,,,Paarthiban Sathianathan,81.65,,579.285826,0.0,0.0,,609.833518,609.833518,81.65,609.833519,-77.37,-577.86674,4.28,31.966778,4.09,30.547692,0
2026-01-08 18:05:41.943,2026-01-08 18:05:51.863,0.0,SVC_OUT,XML,,,2,1,DE,Customer,Customer,Customer,Profit %,No,No,0-3M,,Jacob Elektronik GmbH,22218,Yes,0,0,A,Yes,A,,,20251229.1,,0,,0.0,202602,202601,2026,2026-01-09,2026-01-08,,,Compact Access Control Hub ,AHO&PSA,-2,-10,81.65,Indoor,16000,Invoice,Network,45790,Ubiquiti,W129012202,,0,,300,Network products,2025-01-14,PRICE TRACKER,PRICING TEAM,PRICE TRACKER,PRICING TEAM,AHO&PSA,,3838998,2738832.0,1,0,,,Paarthiban Sathianathan,81.65,,579.285826,0.0,0.0,,609.833518,609.833518,81.65,609.833519,-77.37,-577.86674,4.28,31.966778,4.09,30.547692,0
2026-01-08 11:15:12.143,2026-01-08 11:20:51.287,5.0,psa-de,XML,,,2,1,DE,Customer,Customer,Customer,Profit %,No,No,0-3M,,Jacob Elektronik GmbH,22218,Yes,0,0,A,Yes,A,,,20251229.1,,0,,0.0,202602,202601,2026,2026-01-09,2026-01-08,,,Compact Access Control Hub ,AHO&PSA,-2,-10,81.65,Indoor,16000,Invoice,Network,45790,Ubiquiti,W129012202,,0,,300,Network products,2025-01-14,PRICE TRACKER,PRICING TEAM,PRICE TRACKER,PRICING TEAM,AHO&PSA,,3838966,2738582.0,1,0,,,Paarthiban Sathianathan,81.65,,579.285826,0.0,0.0,,609.833518,609.833518,81.65,609.833519,-77.37,-577.86674,4.28,31.966778,4.09,30.547692,0
2026-01-11 11:57:45.943,2026-01-12 10:00:15.660,1323.0,psa-de,XML,,,2,1,DE,Customer,Customer,Customer,Profit %,No,No,0-3M,,Jacob Elektronik GmbH,22218,Yes,0,0,A,Yes,A,,,20251229.1,,0,,0.0,202603,202601,2026,2026-01-12,2026-01-12,,,Compact Access Control Hub ,AHO&PSA,-2,-9,81.65,Indoor,16000,Invoice,Network,45790,Ubiquiti,W129012202,,0,,300,Network products,2025-01-14,PRICE TRACKER,PRICING TEAM,PRICE TRACKER,PRICING TEAM,AHO&PSA,,3839394,2739271.0,1,0,,,Paarthiban Sathianathan,81.65,,583.787359,0.0,0.0,,610.088799,610.088799,81.65,610.0888,-77.94,-582.367679,3.71,27.721119,3.52,26.30144,0
2026-01-12 07:25:18.943,2026-01-12 07:30:16.393,5.0,SVC_OUT,XML,,,2,1,DE,Customer,Customer,Customer,Profit %,No,No,0-3M,,Jacob Elektronik GmbH,22218,Yes,0,0,A,Yes,A,,,20251229.1,,0,,0.0,202603,202601,2026,2026-01-12,2026-01-12,,,Compact Access Control Hub ,AHO&PSA,-2,-9,82.25,Indoor,16000,Invoice,Network,45790,Ubiquiti,W129012202,,0,,300,Network products,2025-01-14,PRICE TRACKER,PRICING TEAM,PRICE TRACKER,PRICING TEAM,AHO&PSA,,3839392,2739228.0,1,0,,,Paarthiban Sathianathan,82.25,,583.787359,0.0,0.0,,614.571999,614.571999,82.25,614.572,-77.94,-582.367679,4.31,32.204319,4.12,30.78464,0
2026-01-11 21:14:46.690,2026-01-11 21:15:02.793,1.0,SVC_OUT,XML,,,2,1,DE,Customer,Customer,Customer,Profit %,No,No,0-3M,,Jacob Elektronik GmbH,22218,Yes,0,0,A,Yes,A,,,20251229.1,,0,,0.0,202603,202601,2026,2026-01-12,2026-01-11,,,Compact Access Control Hub ,AHO&PSA,-2,-9,81.65,Indoor,16000,Invoice,Network,45790,Ubiquiti,W129012202,,0,,300,Network products,2025-01-14,PRICE TRACKER,PRICING TEAM,PRICE TRACKER,PRICING TEAM,AHO&PSA,,3839389,2739219.0,1,0,,,Paarthiban Sathianathan,81.65,,579.528319,0.0,0.0,,610.088799,610.088799,81.65,610.0888,-77.94,-582.367679,3.71,27.721119,4.09,30.56048,0
2026-01-15 10:17:47.833,2026-01-15 16:51:55.567,394.0,aho-de,XML,,,2,1,DE,Customer,Customer,Customer,Profit %,No,No,0-3M,,Jacob Elektronik GmbH,22218,Yes,0,0,A,Yes,A,,,20251229.1,,0,GR-COUNTRY,0.0,202603,202601,2026,2026-01-16,2026-01-15,,,Compact Access Control Hub ,AHO&PSA,-2,-9,82.32,Indoor,16000,Invoice,Network,45790,Ubiquiti,W129012202,,0,,300,Network products,2025-01-14,PRICE TRACKER,PRICING TEAM,PRICE TRACKER,PRICING TEAM,AHO&PSA,,3840980,2740782.0,1,0,,,Paarthiban Sathianathan,82.32,,539.553119,0.0,0.0,,615.095039,615.095039,82.32,615.09504,-72.21,-539.553119,10.11,75.541919,10.11,75.54192,0
2026-01-14 09:27:27.857,2026-01-14 10:16:25.440,49.0,psa-de,XML,,,2,1,DE,Customer,Customer,Customer,Profit %,No,No,0-3M,,Jacob Elektronik GmbH,22218,Yes,0,0,A,Yes,A,,,20251229.1,,0,GR-COUNTRY,0.0,202603,202601,2026,2026-01-14,2026-01-14,,,Compact Access Control Hub ,AHO&PSA,-2,-9,82.32,Indoor,16000,Invoice,Network,45790,Ubiquiti,W129012202,,0,,300,Network products,2025-01-14,PRICE TRACKER,PRICING TEAM,PRICE TRACKER,PRICING TEAM,AHO&PSA,,3840165,2740052.0,1,0,,,Paarthiban Sathianathan,82.32,,539.553119,0.0,0.0,,615.095039,615.095039,82.32,615.09504,-72.21,-539.553119,10.11,75.541919,10.11,75.54192,0
2026-01-13 17:19:31.413,2026-01-14 10:16:10.287,1017.0,psa-de,XML,,,2,1,DE,Customer,Customer,Customer,Profit %,No,No,0-3M,,Jacob Elektronik GmbH,22218,Yes,0,0,A,Yes,A,,,20251229.1,,0,GR-COUNTRY,0.0,202603,202601,2026,2026-01-14,2026-01-14,,,Compact Access Control Hub ,AHO&PSA,-2,-9,82.25,Indoor,16000,Invoice,Network,45790,Ubiquiti,W129012202,,0,,300,Network products,2025-01-14,PRICE TRACKER,PRICING TEAM,PRICE TRACKER,PRICING TEAM,AHO&PSA,,3840164,2740051.0,2,0,,,Paarthiban Sathianathan,82.25,,1079.106239,0.0,0.0,,614.571999,1229.143999,164.5,1229.144,-144.42,-1079.106239,20.08,150.037759,20.08,150.03776,0
2026-01-11 21:29:57.117,2026-01-11 21:30:16.283,1.0,SVC_OUT,XML,,,2,1,DE,Customer,Customer,Customer,Profit %,No,No,0-3M,,Jacob Elektronik GmbH,22218,Yes,0,0,A,Yes,A,,,20251229.1,,0,,0.0,202603,202601,2026,2026-01-12,2026-01-11,,,Compact Access Control Hub ,AHO&PSA,-2,-9,81.65,Indoor,16000,Invoice,Network,45790,Ubiquiti,W129012202,,0,,300,Network products,2025-01-14,PRICE TRACKER,PRICING TEAM,PRICE TRACKER,PRICING TEAM,AHO&PSA,,3839390,2739220.0,1,0,,,Paarthiban Sathianathan,81.65,,579.528319,0.0,0.0,,610.088799,610.088799,81.65,610.0888,-77.94,-582.367679,3.71,27.721119,4.09,30.56048,0
2026-01-10 16:59:20.390,2026-01-10 17:01:51.303,2.0,SVC_OUT,XML,,,2,1,DE,Customer,Customer,Customer,Profit %,No,No,0-3M,,Jacob Elektronik GmbH,22218,Yes,0,0,A,Yes,A,,,20251229.1,,0,,0.0,202603,202601,2026,2026-01-12,2026-01-10,,,Compact Access Control Hub ,AHO&PSA,-2,-9,81.65,Indoor,16000,Invoice,Network,45790,Ubiquiti,W129012202,,0,,300,Network products,2025-01-14,PRICE TRACKER,PRICING TEAM,PRICE TRACKER,PRICING TEAM,AHO&PSA,,3839381,2739175.0,1,0,,,Paarthiban Sathianathan,81.65,,579.528319,0.0,0.0,,610.088799,610.088799,81.65,610.0888,-77.94,-582.367679,3.71,27.721119,4.09,30.56048,0
2026-01-09 16:04:36.137,2026-01-09 16:11:16.027,7.0,SVC_OUT,XML,,,2,1,DE,Customer,Customer,Customer,Profit %,No,No,0-3M,,Jacob Elektronik GmbH,22218,Yes,0,0,A,Yes,A,,,20251229.1,,0,,0.0,202603,202601,2026,2026-01-12,2026-01-09,,,Compact Access Control Hub ,AHO&PSA,-2,-9,81.65,Indoor,16000,Invoice,Network,45790,Ubiquiti,W129012202,,0,,300,Network products,2025-01-14,PRICE TRACKER,PRICING TEAM,PRICE TRACKER,PRICING TEAM,AHO&PSA,,3839376,2739125.0,1,0,,,Paarthiban Sathianathan,81.65,,579.528319,0.0,0.0,,610.088799,610.088799,81.65,610.0888,-77.37,-578.108639,4.28,31.980159,4.09,30.56048,0
2026-01-12 14:45:14.820,2026-01-12 15:05:33.740,20.0,psa-de,XML,,,2,1,DE,Customer,Customer,Customer,Profit %,No,No,0-3M,,Jacob Elektronik GmbH,22218,Yes,0,0,A,Yes,A,,,20251229.1,,0,GR-COUNTRY,0.0,202603,202601,2026,2026-01-13,2026-01-12,,,Compact Access Control Hub ,AHO&PSA,-2,-9,82.25,Indoor,16000,Invoice,Network,45790,Ubiquiti,W129012202,,0,,300,Network products,2025-01-14,PRICE TRACKER,PRICING TEAM,PRICE TRACKER,PRICING TEAM,AHO&PSA,,3839766,2739462.0,1,0,,,Paarthiban Sathianathan,82.25,,539.553119,0.0,0.0,,614.571999,614.571999,82.25,614.572,-72.21,-539.553119,10.04,75.018879,10.04,75.01888,0
2026-01-07 13:04:13.140,2026-01-07 13:08:20.143,4.0,SVC_OUT,XML,,,2,1,DE,Customer,Customer,Customer,Profit %,No,No,0-3M,,Jacob Elektronik GmbH,22218,Yes,0,0,A,Yes,A,,,20251229.1,,0,,0.0,202602,202601,2026,2026-01-07,2026-01-07,,,Compact Access Control Hub ,AHO&PSA,-2,-10,81.65,Indoor,16000,Invoice,Network,45790,Ubiquiti,W129012202,,0,,300,Network products,2025-01-14,PRICE TRACKER,PRICING TEAM,PRICE TRACKER,PRICING TEAM,AHO&PSA,,3838347,2738267.0,1,0,,,Paarthiban Sathianathan,81.65,,579.285826,0.0,0.0,,609.833518,609.833518,81.65,609.833519,-77.37,-577.86674,4.28,31.966778,4.09,30.547692,0
2026-02-02 10:31:45.577,2026-02-02 14:17:08.300,226.0,aho-de,XML,,,2,1,DE,Customer,Customer,Customer,Profit %,No,No,0-3M,,Jacob Elektronik GmbH,22218,Yes,0,0,A,Yes,A,,,20251229.1,,0,,0.0,202606,202602,2026,2026-02-02,2026-02-02,,,G4 Instant Cover Dark Grey,AHO&PSA,-1,-6,8.59,Others,16000,Invoice,Network,45790,Ubiquiti,W128407386,,0,,300,Network products,2023-06-16,PRICE TRACKER,PRICING TEAM,PRICE TRACKER,PRICING TEAM,AHO&PSA,,3846056,2745938.0,1,0,,,Paarthiban Sathianathan,8.59,,60.934174,0.0,0.0,,64.145166,64.145166,8.59,64.145167,-8.14,-60.784826,0.45,3.36034,0.43,3.210992,0
2026-02-02 14:47:31.250,2026-02-02 14:50:19.107,3.0,SVC_OUT,XML,,,2,1,DE,Customer,Customer,Customer,Profit %,No,No,0-3M,,Jacob Elektronik GmbH,22218,Yes,0,0,A,Yes,A,,,20251229.1,,0,,0.0,202606,202602,2026,2026-02-02,2026-02-02,,,UISP Wave Nano,AHO&PSA,-1,-6,218.49,Outdoor,16000,Invoice,Network,45790,Ubiquiti,W128113440,,0,,300,Network products,2023-01-05,PRICE TRACKER,PRICING TEAM,PRICE TRACKER,PRICING TEAM,AHO&PSA,,3846059,2745970.0,1,0,,,Paarthiban Sathianathan,218.49,,1550.013067,0.0,0.0,,1631.557331,1631.557331,218.49,1631.557331,-207.05,-1546.130007,11.44,85.427323,10.92,81.544263,0
2026-03-02 16:09:26.300,2026-03-02 16:24:33.453,15.0,psa-de,XML,,,2,1,DE,Customer,Customer,Customer,Profit %,No,No,0-3M,,Jacob Elektronik GmbH,22218,Yes,0,0,A,Yes,A,,,20251229.1,,0,GR-COUNTRY,0.0,202610,202603,2026,2026-03-02,2026-03-02,,,airMAX 5 GHz PowerBeam ac,AHO&PSA,0,-2,151.0,Integrated Antenna,16000,Invoice,Network,45790,Ubiquiti,PBE-5AC-620,,0,UBNT_CAR,300,Network products,2016-10-03,PRICE TRACKER,PRICING TEAM,PRICE TRACKER,PRICING TEAM,AHO&PSA,,3854581,2754492.0,2,0,,,Paarthiban Sathianathan,151.0,,2089.407264,0.0,0.0,,1128.23808,2256.476161,302.0,2256.476161,-279.64,-2089.407264,22.36,167.068897,22.36,167.068897,0
2026-01-30 15:48:00.560,2026-01-30 16:00:39.440,12.0,psa-de,XML,,,2,1,DE,Customer,Customer,Customer,Profit %,No,No,0-3M,,Jacob Elektronik GmbH,22218,Yes,0,0,A,Yes,A,,,20251229.1,,0,,0.0,202605,202601,2026,2026-01-30,2026-01-30,,,UniFi Protect Network Video,AHO&PSA,-2,-7,398.74,Appliance,12000,Invoice,Surveillance & Security,45790,Ubiquiti,W126138878,,0,,250,Surveillance,2021-05-12,PRICE TRACKER,PRICING TEAM,PRICE TRACKER,PRICING TEAM,AHO&PSA,,3845600,2745544.0,1,0,,,Paarthiban Sathianathan,398.74,,2829.181439,0.0,0.0,,2978.109311,2978.109311,398.74,2978.109312,-377.86,-2822.160767,20.88,155.948543,19.94,148.927872,0
2026-02-03 15:08:06.120,2026-02-03 15:08:53.183,0.0,psa-de,XML,,,2,1,DE,Customer,Customer,Customer,Profit %,No,No,0-3M,,Jacob Elektronik GmbH,22218,Yes,0,0,A,Yes,A,,,20251229.1,,0,,0.0,202606,202602,2026,2026-02-03,2026-02-03,,,UniFi Protect Network Video,AHO&PSA,-1,-6,392.64,Appliance,12000,Invoice,Surveillance & Security,45790,Ubiquiti,W126138878,,0,,250,Surveillance,2021-05-12,PRICE TRACKER,PRICING TEAM,PRICE TRACKER,PRICING TEAM,AHO&PSA,,3846452,2746406.0,1,0,,,Paarthiban Sathianathan,392.64,,2785.423589,0.0,0.0,,2932.00911,2932.00911,392.64,2932.00911,-372.08,-2778.478885,20.56,153.530224,19.63,146.585521,0
2026-03-02 15:20:15.990,2026-03-02 15:23:04.250,3.0,psa-de,XML,,,2,1,DE,Customer,Customer,Customer,Profit %,No,No,0-3M,,Jacob Elektronik GmbH,22218,Yes,0,0,A,Yes,A,,,20251229.1,,0,GR-COUNTRY,0.0,202610,202603,2026,2026-03-05,2026-03-02,,,UniFi Protect Network Video,AHO&PSA,0,-2,390.5,Appliance,12000,Invoice,Surveillance & Security,45790,Ubiquiti,W126138878,,0,,250,Surveillance,2021-05-12,PRICE TRACKER,PRICING TEAM,PRICE TRACKER,PRICING TEAM,AHO&PSA,,3855832,2754402.0,1,0,,,Paarthiban Sathianathan,390.5,,2698.282238,0.0,0.0,,2917.728281,2917.728281,390.5,2917.728281,-361.13,-2698.282238,29.37,219.446042,29.37,219.446043,0
